Reading benchmark file: ./data/s38417.bench
Benchmark Name: s38417
INPUT: 1664
NOT: 13470
AND: 4154
NAND: 2050
OR: 226
NOR: 2279
DFF: 1636
STEM: 14496
Total Gates: 39975


Starting ATPG using PODEM ...

Current Fault: g51/SA1.........................Tested (0.0281613 s)
Current Fault: g51/SA0.........................Tested (0.030384 s)
Current Fault: g563/SA1........................Tested (0.348935 s)
Current Fault: g563/SA0........................Tested (0.355112 s)
Current Fault: g1249/SA1.......................Tested (0.253418 s)
Current Fault: g1249/SA0.......................Tested (0.242226 s)
Current Fault: g1943/SA1.......................Tested (0.287726 s)
Current Fault: g1943/SA0.......................Tested (0.294583 s)
Current Fault: g2637/SA1.......................Tested (0.333466 s)
Current Fault: g2637/SA0.......................Tested (0.329742 s)
Current Fault: g3212/SA1.......................Tested (0.0285498 s)
Current Fault: g3212/SA0.......................Tested (0.0261521 s)
Current Fault: g3213/SA1.......................Tested (0.0256761 s)
Current Fault: g3213/SA0.......................Tested (0.0300946 s)
Current Fault: g3214/SA1.......................Tested (0.0276454 s)
Current Fault: g3214/SA0.......................Tested (0.0329063 s)
Current Fault: g3215/SA1.......................Tested (0.0300517 s)
Current Fault: g3215/SA0.......................Tested (0.0294935 s)
Current Fault: g3216/SA1.......................Tested (0.0336214 s)
Current Fault: g3216/SA0.......................Tested (0.0315325 s)
Current Fault: g3217/SA1.......................Tested (0.0354665 s)
Current Fault: g3217/SA0.......................Tested (0.0293956 s)
Current Fault: g3218/SA1.......................Tested (0.0286764 s)
Current Fault: g3218/SA0.......................Tested (0.0271699 s)
Current Fault: g3219/SA1.......................Tested (0.0280784 s)
Current Fault: g3219/SA0.......................Tested (0.0274174 s)
Current Fault: g3220/SA1.......................Tested (0.0288853 s)
Current Fault: g3220/SA0.......................Tested (0.0252271 s)
Current Fault: g3221/SA1.......................Tested (0.0313097 s)
Current Fault: g3221/SA0.......................Tested (0.0306363 s)
Current Fault: g3222/SA1.......................Tested (0.0319994 s)
Current Fault: g3222/SA0.......................Tested (0.0389787 s)
Current Fault: g3223/SA1.......................Tested (0.0288551 s)
Current Fault: g3223/SA0.......................Tested (0.0275064 s)
Current Fault: g3224/SA1.......................Tested (0.0242317 s)
Current Fault: g3224/SA0.......................Tested (0.0270994 s)
Current Fault: g3225/SA1.......................Tested (0.0257152 s)
Current Fault: g3225/SA0.......................Tested (0.0276827 s)
Current Fault: g3226/SA1.......................Tested (0.0316612 s)
Current Fault: g3226/SA0.......................Tested (0.0306884 s)
Current Fault: g3227/SA1.......................Tested (0.0302224 s)
Current Fault: g3227/SA0.......................Tested (0.0356462 s)
Current Fault: g3228/SA1.......................Tested (0.0228179 s)
Current Fault: g3228/SA0.......................Tested (0.027488 s)
Current Fault: g3229/SA1.......................Tested (0.13327 s)
Current Fault: g3229/SA0.......................Tested (0.144737 s)
Current Fault: g3230/SA1.......................Tested (0.138456 s)
Current Fault: g3230/SA0.......................Tested (0.137834 s)
Current Fault: g3231/SA1.......................Tested (0.22614 s)
Current Fault: g3231/SA0.......................Tested (0.222502 s)
Current Fault: g3232/SA1.......................Tested (0.0305564 s)
Current Fault: g3232/SA0.......................Tested (0.0306823 s)
Current Fault: g3233/SA1.......................Tested (0.14485 s)
Current Fault: g3233/SA0.......................Tested (0.142686 s)
Current Fault: g3234/SA1.......................Tested (0.0222636 s)
Current Fault: g3234/SA0.......................Tested (0.0325237 s)
Current Fault: g2814/SA1.......................Tested (0.0680232 s)
Current Fault: g2814/SA0.......................Tested (0.0770988 s)
Current Fault: g2817/SA1.......................Tested (0.0542446 s)
Current Fault: g2817/SA0.......................Tested (0.0528509 s)
Current Fault: g2933/SA1.......................Tested (0.0477723 s)
Current Fault: g2933/SA0.......................Tested (0.0535172 s)
Current Fault: g2950/SA1.......................Tested (0.0276179 s)
Current Fault: g2950/SA0.......................Tested (0.0284752 s)
Current Fault: g2883/SA1.......................Tested (0.0720752 s)
Current Fault: g2883/SA0.......................Tested (0.0791508 s)
Current Fault: g2888/SA1.......................Tested (0.200498 s)
Current Fault: g2888/SA0.......................Tested (0.211729 s)
Current Fault: g2896/SA1.......................Tested (0.203641 s)
Current Fault: g2896/SA0.......................Tested (0.203406 s)
Current Fault: g2892/SA1.......................Tested (0.0781066 s)
Current Fault: g2892/SA0.......................Tested (0.0747423 s)
Current Fault: g2903/SA1.......................Tested (0.205116 s)
Current Fault: g2903/SA0.......................Tested (0.210239 s)
Current Fault: g2900/SA1.......................Tested (0.0766148 s)
Current Fault: g2900/SA0.......................Tested (0.0706437 s)
Current Fault: g2908/SA1.......................Tested (0.0726179 s)
Current Fault: g2908/SA0.......................Tested (0.0768358 s)
Current Fault: g2912/SA1.......................Tested (0.286468 s)
Current Fault: g2912/SA0.......................Tested (0.290621 s)
Current Fault: g2917/SA1.......................Tested (0.0759622 s)
Current Fault: g2917/SA0.......................Tested (0.0755059 s)
Current Fault: g2924/SA1.......................Tested (0.285942 s)
Current Fault: g2924/SA0.......................Tested (0.286913 s)
Current Fault: g2920/SA1.......................Tested (0.0786508 s)
Current Fault: g2920/SA0.......................Tested (0.0710993 s)
Current Fault: g2984/SA1.......................Tested (0.116332 s)
Current Fault: g2984/SA0.......................Tested (0.131019 s)
Current Fault: g2985/SA1.......................Tested (0.115159 s)
Current Fault: g2985/SA0.......................Tested (0.11507 s)
Current Fault: g2930/SA1.......................Tested (0.0350952 s)
Current Fault: g2930/SA0.......................Tested (0.0263502 s)
Current Fault: g2929/SA1.......................Tested (0.0735375 s)
Current Fault: g2929/SA0.......................Tested (0.0719236 s)
Current Fault: g2879/SA1.......................Tested (0.0557977 s)
Current Fault: g2879/SA0.......................Tested (0.0503821 s)
Current Fault: g2934/SA1.......................Tested (0.210207 s)
Current Fault: g2934/SA0.......................Tested (0.210338 s)
Current Fault: g2935/SA1.......................Tested (0.214576 s)
Current Fault: g2935/SA0.......................Tested (0.199805 s)
Current Fault: g2938/SA1.......................Tested (0.0592536 s)
Current Fault: g2938/SA0.......................Tested (0.0527284 s)
Current Fault: g2941/SA1.......................Tested (0.198584 s)
Current Fault: g2941/SA0.......................Tested (0.204422 s)
Current Fault: g2944/SA1.......................Tested (0.208798 s)
Current Fault: g2944/SA0.......................Tested (0.205559 s)
Current Fault: g2947/SA1.......................Tested (0.201483 s)
Current Fault: g2947/SA0.......................Tested (0.20353 s)
Current Fault: g2953/SA1.......................Tested (0.202798 s)
Current Fault: g2953/SA0.......................Tested (0.211405 s)
Current Fault: g2956/SA1.......................Tested (0.20033 s)
Current Fault: g2956/SA0.......................Tested (0.205697 s)
Current Fault: g2959/SA1.......................Tested (0.205604 s)
Current Fault: g2959/SA0.......................Tested (0.205676 s)
Current Fault: g2962/SA1.......................Tested (0.207627 s)
Current Fault: g2962/SA0.......................Tested (0.201954 s)
Current Fault: g2963/SA1.......................Tested (0.22392 s)
Current Fault: g2963/SA0.......................Tested (0.231828 s)
Current Fault: g2966/SA1.......................Tested (0.223592 s)
Current Fault: g2966/SA0.......................Tested (0.221449 s)
Current Fault: g2969/SA1.......................Tested (0.230377 s)
Current Fault: g2969/SA0.......................Tested (0.232413 s)
Current Fault: g2972/SA1.......................Tested (0.229788 s)
Current Fault: g2972/SA0.......................Tested (0.22218 s)
Current Fault: g2975/SA1.......................Tested (0.225248 s)
Current Fault: g2975/SA0.......................Tested (0.232792 s)
Current Fault: g2978/SA1.......................Tested (0.225386 s)
Current Fault: g2978/SA0.......................Tested (0.222622 s)
Current Fault: g2981/SA1.......................Tested (0.230691 s)
Current Fault: g2981/SA0.......................Tested (0.22528 s)
Current Fault: g2874/SA1.......................Tested (0.236567 s)
Current Fault: g2874/SA0.......................Tested (0.219501 s)
Current Fault: g1506/SA1.......................Tested (0.0264754 s)
Current Fault: g1506/SA0.......................Tested (0.0304628 s)
Current Fault: g1501/SA1.......................Tested (0.0327607 s)
Current Fault: g1501/SA0.......................Tested (0.0256523 s)
Current Fault: g1496/SA1.......................Tested (0.0274955 s)
Current Fault: g1496/SA0.......................Tested (0.0292239 s)
Current Fault: g1491/SA1.......................Tested (0.0278534 s)
Current Fault: g1491/SA0.......................Tested (0.0283938 s)
Current Fault: g1486/SA1.......................Tested (0.0265977 s)
Current Fault: g1486/SA0.......................Tested (0.0305726 s)
Current Fault: g1481/SA1.......................Tested (0.0352237 s)
Current Fault: g1481/SA0.......................Tested (0.0311251 s)
Current Fault: g1476/SA1.......................Tested (0.0338806 s)
Current Fault: g1476/SA0.......................Tested (0.0311397 s)
Current Fault: g1471/SA1.......................Tested (0.0303056 s)
Current Fault: g1471/SA0.......................Tested (0.0296776 s)
Current Fault: g2877/SA1.......................Tested (0.0293293 s)
Current Fault: g2877/SA0.......................Tested (0.0288652 s)
